"country","type","title","release_year","listed_in","description"
"United States","Movie","Gender Revolution: A Journey with Katie Couric",2017,"LGBTQ Movies","Katie Couric explores our evolving understanding of gender identity, speaking with transgender and intersex individuals about their experiences."
"United States","TV Show","Skin Wars: Fresh Paint",2016,"Reality TV","In each episode of this ""Skin Wars"" spinoff hosted by RuPaul, talented artists from various fields compete in body art for the first time."
"United States","Movie","Teenage Mutant Ninja Turtles II: The Secret of the Ooze",1991,"Children & Family Movies","The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants."
"United States","Movie","Teenage Mutant Ninja Turtles II: The Secret of the Ooze",1991,"Comedies","The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants."
"United States","Movie","Teenage Mutant Ninja Turtles: The Movie",1990,"Action & Adventure","After exposure to a strange, glowing ooze, four mutant turtles train as ninjas in the sewers and fight crime wherever they find it."
"United States","Movie","Teenage Mutant Ninja Turtles: The Movie",1990,"Comedies","After exposure to a strange, glowing ooze, four mutant turtles train as ninjas in the sewers and fight crime wherever they find it."
"United States","Movie","Obvious Child",2014,"Comedies","After being fired from her job and dumped by her cheating boyfriend, a comedian has a one-night stand. Weeks later, she finds out she's pregnant."
"United States","Movie","Obvious Child",2014,"Dramas","After being fired from her job and dumped by her cheating boyfriend, a comedian has a one-night stand. Weeks later, she finds out she's pregnant."
"United States","Movie","Obvious Child",2014,"Independent Movies","After being fired from her job and dumped by her cheating boyfriend, a comedian has a one-night stand. Weeks later, she finds out she's pregnant."
"United States","Movie","Oceans",2009,"Documentaries","This documentary examines the vital role water plays in human existence and the cause-and-effect interplay between oceans and the environment."
"United States","Movie","Oceans",2009,"International Movies","This documentary examines the vital role water plays in human existence and the cause-and-effect interplay between oceans and the environment."
"United States","TV Show","Highway to Heaven",1988,"TV Dramas","Under God's direction, angel Jonathan and ex-cop Mark help troubled souls overcome adversity and embrace honesty, kindness and forgiveness."
"United States","Movie","Charlie's Angels",2000,"Action & Adventure","Three beauties use their looks, charm and martial-arts training to kick butt on the trail of stolen software in this reboot of the classic TV series."
"United States","Movie","Charlie's Angels",2000,"Comedies","Three beauties use their looks, charm and martial-arts training to kick butt on the trail of stolen software in this reboot of the classic TV series."
"United States","Movie","Ocean's Eleven",1960,"Action & Adventure","Frank Sinatra leads an all-star cast as Danny Ocean, who decides to knock over a few casinos on the Las Vegas Strip with his buddies."
"United States","Movie","Ocean's Eleven",1960,"Classic Movies","Frank Sinatra leads an all-star cast as Danny Ocean, who decides to knock over a few casinos on the Las Vegas Strip with his buddies."
"United States","Movie","Ocean's Eleven",1960,"Comedies","Frank Sinatra leads an all-star cast as Danny Ocean, who decides to knock over a few casinos on the Las Vegas Strip with his buddies."
"United States","Movie","Ocean's Thirteen",2007,"Action & Adventure","This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin."
"United States","Movie","Ocean's Thirteen",2007,"Comedies","This entry in the all-star caper franchise finds debonair con man Danny Ocean and his gang taking revenge on a double-crossing Las Vegas kingpin."
"United States","Movie","To Be of Service",2019,"Documentaries","Traumatized by combat, newly returned war veterans find solace in service dogs that guide them back to a fulfilling civilian life."
"United States","Movie","Ocean's Twelve",2004,"Action & Adventure","Danny Ocean reunites with his old flame and the rest of his merry band of thieves in a caper covering three huge heists in Rome, Paris and Amsterdam."
"United States","Movie","Ocean's Twelve",2004,"Comedies","Danny Ocean reunites with his old flame and the rest of his merry band of thieves in a caper covering three huge heists in Rome, Paris and Amsterdam."
"United States","Movie","Term Life",2016,"Dramas","After a botched job, a heist mastermind must run from gangsters and stay alive long enough for his daughter to benefit from his life insurance policy."
"United States","Movie","Term Life",2016,"Thrillers","After a botched job, a heist mastermind must run from gangsters and stay alive long enough for his daughter to benefit from his life insurance policy."
"United States","Movie","Sleeping with Other People",2015,"Comedies","Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform."
"United States","Movie","Sleeping with Other People",2015,"Dramas","Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform."
"United States","Movie","Sleeping with Other People",2015,"Independent Movies","Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform."
"United States","TV Show","The Pharmacist",2020,"Crime TV Shows","After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis."
"United States","TV Show","The Pharmacist",2020,"Docuseries","After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis."
"United States","TV Show","Warrior Nun",2020,"TV Action & Adventure","After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo-Bearer for a secret sect of demon-hunting nuns."
"United States","TV Show","Warrior Nun",2020,"TV Mysteries","After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo-Bearer for a secret sect of demon-hunting nuns."
"United States","TV Show","Warrior Nun",2020,"TV Sci-Fi & Fantasy","After waking up in a morgue, an orphaned teen discovers she now possesses superpowers as the chosen Halo-Bearer for a secret sect of demon-hunting nuns."
